,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q4_0.75,0.39489,0.51035,0.29476,0.21962,0.20869,1.90201,0.19664,0.28292,0.24505,0.34877,0.26958,0.27662,0.29878,0.31107
Q1_Q2_1.0,0.52332,0.21616,0.41017,0.40187,0.43191,0.41287,0.40968,0.38763,0.39916,0.40533,2.84786,0.3832,0.0986,0.42263
Q1_Q3_1.0,0.52535,0.21239,0.4111,0.3942,0.42918,244222.92,0.40384,0.38664,0.39603,0.39169,2.89812,0.38126,0.09848,0.42256
Q1_Q4_1.0,0.51735,0.27841,0.21252,0.21291,0.21112,0.2112,0.21032,0.21047,0.21092,0.19564,5.72962,0.23405,0.16348,0.23457
Q2_Q3_1.0,0.40912,0.37602,0.05174,0.10593,0.07113,0.10505,0.11307,0.06721,0.06844,0.13944,0.06759,0.06805,0.08564,0.11242
Q2_Q4_1.0,0.40022,0.45397,0.22951,0.2266,0.22489,0.2118,0.21372,0.22874,0.21332,0.26671,0.22122,0.22377,0.22742,0.24995
Q3_Q4_1.0,0.40185,0.45348,0.25465,0.25166,0.26148,0.23858,0.24604,0.25359,0.24574,0.29486,0.24812,0.24529,0.23436,0.27317
Q1_1.0,0.5484,0.14265,0.45034,0.43153,0.79409,0.55367,0.44561,0.42575,0.43063,0.4315,3.29145,0.41551,0.10017,0.46123
Q2_1.0,0.40777,0.37839,0.05205,0.07939,0.07066,0.08855,0.09053,0.06137,0.06537,0.09375,0.0574,0.05673,0.07697,0.11239
Q3_1.0,0.41269,0.37353,0.0544,0.07911,0.061,0.07148,0.09575,0.0641,0.06554,0.12347,0.05986,0.061,0.0932,0.11354
Q4_1.0,0.39269,0.51121,0.3075,0.29577,0.27135,0.27407,0.28003,0.30654,0.28443,0.3448,0.29171,0.29204,0.3033,0.32361
