,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q2_Q4_0.5,0.33949,0.52875,0.17641,0.19339,0.16645,0.16552,0.16701,0.17876,0.16778,0.20333,0.1784,0.17852,0.18512,0.20224
Q3_Q4_0.5,0.3341,0.53373,0.1858,0.18903,0.17226,0.17161,0.17314,0.18846,0.17382,0.23893,0.18486,0.18987,0.18522,0.21153
Q1_0.5,0.48765,0.22522,0.10884,0.13067,0.1008,0.10512,0.15112,0.12074,0.13768,0.10299,0.10117,0.10084,0.10163,0.14807
Q2_0.5,0.34063,0.44307,0.04949,0.09936,0.0663,0.06493,0.0619,0.06675,0.05524,0.08288,0.0646,0.0568,0.08156,0.11132
Q3_0.5,0.32994,0.45512,0.0436,0.09765,0.06335,0.06369,0.06415,0.06335,0.06181,0.11268,0.0551,0.05726,0.08628,0.10667
Q4_0.5,0.334,0.58861,0.23574,0.23921,0.21858,0.21875,0.21997,0.23608,0.21351,0.2638,0.2343,0.23714,0.23627,0.25662
Q1_Q2_0.75,0.46431,0.29205,0.12655,0.1655,0.14945,0.15818,0.16431,0.13736,0.12506,0.11977,0.13377,0.12103,0.10045,0.16157
Q1_Q3_0.75,0.45781,0.29985,0.11071,0.16075,0.13646,0.15911,0.18119,0.12694,0.13296,0.1131,0.11075,0.11237,0.10017,0.14843
Q1_Q4_0.75,0.45837,0.36206,0.14167,0.14986,0.1474,0.16049,0.15437,0.1458,0.28556,0.15729,0.14321,0.1442,0.15262,0.17347
Q2_Q3_0.75,0.33586,0.44916,0.04594,0.11667,0.09356,0.08629,0.08928,0.0684,0.09287,0.09561,0.06565,0.06312,0.08547,0.10985
Q2_Q4_0.75,0.34006,0.5287,0.18532,0.19255,0.18007,0.30569,0.17728,0.18801,0.18349,0.1925,0.18687,0.18467,0.18445,0.21074
Q3_Q4_0.75,0.33655,0.53266,0.20141,0.20775,0.19344,0.19047,0.19035,0.20305,0.19206,0.25168,0.20349,0.20219,0.18381,0.22557
Q1_0.75,0.49687,0.22298,0.12327,0.1487,0.13735,0.14627,0.17108,0.13541,0.15845,0.11381,0.12559,0.12171,0.10491,0.1594
Q2_0.75,0.3421,0.44171,0.05238,0.09446,0.07014,0.06885,0.06854,0.07138,0.06561,0.10241,0.06299,0.064,0.08143,0.11252
Q3_0.75,0.32854,0.45503,0.04558,0.10646,0.06922,0.06968,0.07211,0.06808,0.06606,0.12086,0.05675,0.06629,0.08856,0.11075
Q4_0.75,0.3352,0.59214,0.25067,0.25619,0.23821,0.63816,0.23839,0.25466,0.24075,0.28905,0.2499,0.26039,0.23933,0.269
Q1_Q2_1.0,0.46233,0.29204,0.6027,0.60463,0.76065,0.60395,0.59866,0.59066,0.60601,0.61468,4.48303,0.60744,0.10032,0.61186
Q1_Q3_1.0,0.45812,0.30036,0.59348,0.59796,2.1478,0.60287,0.58663,0.58202,0.58873,0.5951,4.0444,0.60191,0.1005,0.60235
Q1_Q4_1.0,0.45736,0.36208,0.1424,0.14397,0.14338,0.14239,0.14347,0.23089,0.14392,0.31259,4.18602,0.14822,0.15212,0.17391
Q2_Q3_1.0,0.33741,0.44941,0.04853,0.12103,0.12844,0.11566,0.11437,0.07471,0.13573,0.12293,0.06846,0.06584,0.08451,0.11083
Q2_Q4_1.0,0.34148,0.5284,0.19853,0.20343,0.20419,0.19672,0.18979,0.20096,0.20069,0.23678,0.19553,0.19845,0.18369,0.22191
Q3_Q4_1.0,0.33403,0.53146,0.22622,0.22745,0.2294,0.2263,0.22347,0.228,0.22813,0.29929,0.22174,0.22473,0.18258,0.24789
Q1_1.0,0.49478,0.22399,0.6822,0.68299,4.33328,0.68619,0.66954,0.67108,0.68518,0.68654,5.2342,0.67078,0.10457,0.68975
Q2_1.0,0.34448,0.44232,0.05609,0.10689,0.07645,0.07455,0.07981,0.07284,0.08147,0.09152,0.06778,0.06074,0.08209,0.11413
Q3_1.0,0.33126,0.45593,0.04844,0.10317,0.0751,0.07552,0.07779,0.0708,0.08187,0.09714,0.06764,0.06937,0.08724,0.11192
Q4_1.0,0.33693,0.59298,0.26386,0.27405,0.26168,0.26065,0.25713,0.26552,0.25875,0.32955,0.2605,0.26734,0.23974,0.28103
